Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [cell type]	Characteristics [disease state]	Term Source REF	Term Accession Number	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [sex]	Term Source REF	Term Accession Number	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [disease state]	Term Source REF	Term Accession Number	FactorValue [sex]	Term Source REF	Term Accession Number
GSM1861056 1	Sample 6 CD4+ T cells from IgA nephropathy (IgAN) patients.	CD4+ T cells, IgAN patient	Genomic DNA from CD4 T cells of IgAN Patient 6	CD4+ T cells	affected	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	P-GSE72364-2	ArrayExpress	GSM1861056 extract 1	genomic DNA	P-GSE72364-3	ArrayExpress	GSM1861056 LE 1	Cy5 and Cy3	P-GSE72364-4	ArrayExpress	GSM1861056	A-GEOD-13534	ArrayExpress	array assay	P-GSE72364-5	ArrayExpress	GSM1861056_9373551014_R04C02_Red.idat	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-72364/E-GEOD-72364.raw.1.zip	P-GSE72364-1	ArrayExpress	GSM1861056_sample_table.txt norm	GSM1861056_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-72364/E-GEOD-72364.processed.1.zip	affected	  	  	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384
GSM1861056 1	Sample 6 CD4+ T cells from IgA nephropathy (IgAN) patients.	CD4+ T cells, IgAN patient	Genomic DNA from CD4 T cells of IgAN Patient 6	CD4+ T cells	affected	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	P-GSE72364-2	ArrayExpress	GSM1861056 extract 1	genomic DNA	P-GSE72364-3	ArrayExpress	GSM1861056 LE 1	Cy5 and Cy3	P-GSE72364-4	ArrayExpress	GSM1861056	A-GEOD-13534	ArrayExpress	array assay	P-GSE72364-5	ArrayExpress	GSM1861056_9373551014_R04C02_Grn.idat	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-72364/E-GEOD-72364.raw.1.zip	P-GSE72364-1	ArrayExpress	GSM1861056_sample_table.txt norm	GSM1861056_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-72364/E-GEOD-72364.processed.1.zip	affected	  	  	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384
GSM1861055 1	Sample 5 CD4+ T cells from IgA nephropathy (IgAN) patients.	CD4+ T cells, IgAN patient	Genomic DNA from CD4 T cells of IgAN Patient 5	CD4+ T cells	affected	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	P-GSE72364-2	ArrayExpress	GSM1861055 extract 1	genomic DNA	P-GSE72364-3	ArrayExpress	GSM1861055 LE 1	Cy5 and Cy3	P-GSE72364-4	ArrayExpress	GSM1861055	A-GEOD-13534	ArrayExpress	array assay	P-GSE72364-5	ArrayExpress	GSM1861055_9373551014_R05C01_Red.idat	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-72364/E-GEOD-72364.raw.1.zip	P-GSE72364-1	ArrayExpress	GSM1861055_sample_table.txt norm	GSM1861055_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-72364/E-GEOD-72364.processed.1.zip	affected	  	  	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383
GSM1861055 1	Sample 5 CD4+ T cells from IgA nephropathy (IgAN) patients.	CD4+ T cells, IgAN patient	Genomic DNA from CD4 T cells of IgAN Patient 5	CD4+ T cells	affected	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383	P-GSE72364-2	ArrayExpress	GSM1861055 extract 1	genomic DNA	P-GSE72364-3	ArrayExpress	GSM1861055 LE 1	Cy5 and Cy3	P-GSE72364-4	ArrayExpress	GSM1861055	A-GEOD-13534	ArrayExpress	array assay	P-GSE72364-5	ArrayExpress	GSM1861055_9373551014_R05C01_Grn.idat	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-72364/E-GEOD-72364.raw.1.zip	P-GSE72364-1	ArrayExpress	GSM1861055_sample_table.txt norm	GSM1861055_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-72364/E-GEOD-72364.processed.1.zip	affected	  	  	female	EFO	http://purl.obolibrary.org/obo/PATO_0000383
GSM1861054 1	Sample 4 CD4+ T cells from IgA nephropathy (IgAN) patients.	CD4+ T cells, IgAN patient	Genomic DNA from CD4 T cells of IgAN Patient 4	CD4+ T cells	affected	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	P-GSE72364-2	ArrayExpress	GSM1861054 extract 1	genomic DNA	P-GSE72364-3	ArrayExpress	GSM1861054 LE 1	Cy5 and Cy3	P-GSE72364-4	ArrayExpress	GSM1861054	A-GEOD-13534	ArrayExpress	array assay	P-GSE72364-5	ArrayExpress	GSM1861054_9373551014_R04C01_Red.idat	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-72364/E-GEOD-72364.raw.1.zip	P-GSE72364-1	ArrayExpress	GSM1861054_sample_table.txt norm	GSM1861054_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-72364/E-GEOD-72364.processed.1.zip	affected	  	  	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384
GSM1861054 1	Sample 4 CD4+ T cells from IgA nephropathy (IgAN) patients.	CD4+ T cells, IgAN patient	Genomic DNA from CD4 T cells of IgAN Patient 4	CD4+ T cells	affected	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	P-GSE72364-2	ArrayExpress	GSM1861054 extract 1	genomic DNA	P-GSE72364-3	ArrayExpress	GSM1861054 LE 1	Cy5 and Cy3	P-GSE72364-4	ArrayExpress	GSM1861054	A-GEOD-13534	ArrayExpress	array assay	P-GSE72364-5	ArrayExpress	GSM1861054_9373551014_R04C01_Grn.idat	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-72364/E-GEOD-72364.raw.1.zip	P-GSE72364-1	ArrayExpress	GSM1861054_sample_table.txt norm	GSM1861054_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-72364/E-GEOD-72364.processed.1.zip	affected	  	  	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384
GSM1861053 1	Sample 3 CD4+ T cells from IgA nephropathy (IgAN) patients.	CD4+ T cells, IgAN patient	Genomic DNA from CD4 T cells of IgAN Patient 3	CD4+ T cells	affected	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	P-GSE72364-2	ArrayExpress	GSM1861053 extract 1	genomic DNA	P-GSE72364-3	ArrayExpress	GSM1861053 LE 1	Cy5 and Cy3	P-GSE72364-4	ArrayExpress	GSM1861053	A-GEOD-13534	ArrayExpress	array assay	P-GSE72364-5	ArrayExpress	GSM1861053_9373551014_R03C01_Red.idat	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-72364/E-GEOD-72364.raw.1.zip	P-GSE72364-1	ArrayExpress	GSM1861053_sample_table.txt norm	GSM1861053_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-72364/E-GEOD-72364.processed.1.zip	affected	  	  	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384
GSM1861053 1	Sample 3 CD4+ T cells from IgA nephropathy (IgAN) patients.	CD4+ T cells, IgAN patient	Genomic DNA from CD4 T cells of IgAN Patient 3	CD4+ T cells	affected	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	P-GSE72364-2	ArrayExpress	GSM1861053 extract 1	genomic DNA	P-GSE72364-3	ArrayExpress	GSM1861053 LE 1	Cy5 and Cy3	P-GSE72364-4	ArrayExpress	GSM1861053	A-GEOD-13534	ArrayExpress	array assay	P-GSE72364-5	ArrayExpress	GSM1861053_9373551014_R03C01_Grn.idat	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-72364/E-GEOD-72364.raw.1.zip	P-GSE72364-1	ArrayExpress	GSM1861053_sample_table.txt norm	GSM1861053_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-72364/E-GEOD-72364.processed.1.zip	affected	  	  	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384
GSM1861052 1	Sample 2 CD4+ T cells from IgA nephropathy (IgAN) patients.	CD4+ T cells, IgAN patient	Genomic DNA from CD4 T cells of IgAN Patient 2	CD4+ T cells	affected	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	P-GSE72364-2	ArrayExpress	GSM1861052 extract 1	genomic DNA	P-GSE72364-3	ArrayExpress	GSM1861052 LE 1	Cy5 and Cy3	P-GSE72364-4	ArrayExpress	GSM1861052	A-GEOD-13534	ArrayExpress	array assay	P-GSE72364-5	ArrayExpress	GSM1861052_9373551014_R02C02_Red.idat	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-72364/E-GEOD-72364.raw.1.zip	P-GSE72364-1	ArrayExpress	GSM1861052_sample_table.txt norm	GSM1861052_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-72364/E-GEOD-72364.processed.1.zip	affected	  	  	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384
GSM1861052 1	Sample 2 CD4+ T cells from IgA nephropathy (IgAN) patients.	CD4+ T cells, IgAN patient	Genomic DNA from CD4 T cells of IgAN Patient 2	CD4+ T cells	affected	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	P-GSE72364-2	ArrayExpress	GSM1861052 extract 1	genomic DNA	P-GSE72364-3	ArrayExpress	GSM1861052 LE 1	Cy5 and Cy3	P-GSE72364-4	ArrayExpress	GSM1861052	A-GEOD-13534	ArrayExpress	array assay	P-GSE72364-5	ArrayExpress	GSM1861052_9373551014_R02C02_Grn.idat	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-72364/E-GEOD-72364.raw.1.zip	P-GSE72364-1	ArrayExpress	GSM1861052_sample_table.txt norm	GSM1861052_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-72364/E-GEOD-72364.processed.1.zip	affected	  	  	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384
GSM1861051 1	Sample 1 CD4+ T cells from IgA nephropathy (IgAN) patients.	CD4+ T cells, IgAN patient	Genomic DNA from CD4 T cells of IgAN Patient 1	CD4+ T cells	affected	  	  	Homo sapiens	EFO	http://purl.obolibrary.org/obo/NCBITaxon_9606	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	P-GSE72364-2	ArrayExpress	GSM1861051 extract 1	genomic DNA	P-GSE72364-3	ArrayExpress	GSM1861051 LE 1	Cy5 and Cy3	P-GSE72364-4	ArrayExpress	GSM1861051	A-GEOD-13534	ArrayExpress	array assay	P-GSE72364-5	ArrayExpress	GSM1861051_9373551014_R01C02_Red.idat	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-72364/E-GEOD-72364.raw.1.zip	P-GSE72364-1	ArrayExpress	GSM1861051_sample_table.txt norm	GSM1861051_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-72364/E-GEOD-72364.processed.1.zip	affected	  	  	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384
