ID	Accession	Assay Type	Assay Nickname	Target label	Target gene	Biosample summary	Biosample	Description	Lab	Project	Status	Biological replicate	Technical replicate	Linked Antibody	Species	Life stage	Age	Age Units	Treatment	Term ID	Concentration	Concentration units	Duration	Duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Replicates
/experiments/ENCSR362HMX/	ENCSR362HMX	RNA-seq	RNA-seq			pericardium fibroblast NONE and female fetal (20 weeks)	pericardium fibroblast	The libraries contained in this experiment come from pericardium fibroblast cells (HPcF). They are stranded PE101 Illumina Hi-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	1,2	1		Homo sapiens	fetal,unknown	20,unknown	week										/replicates/cac0cb5d-30e4-492e-8a1c-7b846fc87ce1/,/replicates/0b3e6b7f-4bcd-4baf-a104-a1be9d32e892/
/experiments/ENCSR000AAU/	ENCSR000AAU	RNA-seq	RNA-seq			smooth muscle cell of the umbilical artery female newborn and male newborn	smooth muscle cell of the umbilical artery	CSHL Long RNA Seq HUASMC cell total  (SID38214,SID38215)	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	newborn	unknown											/replicates/c783efda-0a2c-4c24-8de3-fa7459f9affe/,/replicates/d1788927-7762-49f2-acbb-d58c38b6b948/
/experiments/ENCSR000AAJ/	ENCSR000AAJ	RNA-seq	RNA-seq			dermis lymphatic vessel endothelial cell female adult (45 years) and male child (6 years)	dermis lymphatic vessel endothelial cell	CSHL Long RNA Seq HDLEC cell total  (SID38193,SID38194)	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	child,adult	6,45	year										/replicates/69b66a1b-e62d-4fad-a059-ebb56f11b57b/,/replicates/a1e4125c-390f-4af2-8c53-77a20ad0352d/
/experiments/ENCSR000AAL/	ENCSR000AAL	RNA-seq	RNA-seq			nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa female adult (70 years) and male adult (46 years)	nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa	CSHL Long RNA Seq HNEpC cell total  (SID38224,SID38225)	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	adult	46,70	year										/replicates/9c7cabfe-b80e-4a7d-a931-11a8f6d0d040/,/replicates/e604ea4f-075c-4e26-8d3c-2e9ed49e3b08/
/experiments/ENCSR000AAO/	ENCSR000AAO	RNA-seq	RNA-seq			fibroblast of lung female adult (83 years) and male adult (23 years)	fibroblast of lung	CSHL Long RNA Seq HPF cell total  (SID38238,SID38239)	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	adult	83,23	year										/replicates/8860e3bd-edeb-4329-821f-91f628125e38/,/replicates/b52b0cac-214b-4a61-9a4a-6a4040ceb526/
/experiments/ENCSR000AAS/	ENCSR000AAS	RNA-seq	RNA-seq			smooth muscle cell of trachea male adult (28 years) and male adult (56 years)	smooth muscle cell of trachea	CSHL Long RNA Seq HTSMC cell total (SID38503,SID38211)	Thomas Gingeras, CSHL	ENCODE	released	1,2	1		Homo sapiens	adult	56,28	year										/replicates/6cd6f460-dfe3-4206-9268-efaff329d9a2/,/replicates/7c6ecac8-e322-45ff-9ad3-46863b357ecc/
/experiments/ENCSR000AAF/	ENCSR000AAF	RNA-seq	RNA-seq			endothelial cell of coronary artery female adult (41 year) and male adult (77 years)	endothelial cell of coronary artery	CSHL Long RNA Seq HCAEC cell total  (SID38232,SID38233)	Thomas Gingeras, CSHL	ENCODE	released	1,2	1		Homo sapiens	adult	41,77	year										/replicates/6232f0c2-def4-45c0-b183-5dcefa3319bc/,/replicates/e737d5ce-7eae-44e9-b969-f258981fe66f/
/experiments/ENCSR000CUR/	ENCSR000CUR	RNA-seq	RNA-seq			melanocyte of skin female adult (52 years) and male adult (55 years)	melanocyte of skin	RNA-seq on human skin melanocytes primary whole cells (NHEM-M2) rRNA-depleted Total RNA greater than 200 nucleotides in size. (paired end)	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	adult	55,52	year										/replicates/e39ca900-1029-4bc9-93fc-35c1235a32dc/,/replicates/bc1e2c57-79c0-46e8-88bb-696cf208a19f/
/experiments/ENCSR000CQD/	ENCSR000CQD	RNA-seq	polyA depleted RNA-seq			foreskin fibroblast male newborn	foreskin fibroblast	The libraries contained in this experiment come from the whole cell fraction of independent growths of foreskin fibroblast cells. They are stranded PE76 Illumina GAIIx RNA-Seq libraries from rRNA-depleted and DSN normalized Poly-A- RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	newborn	unknown											/replicates/13ea5ba6-a675-4b59-8d81-6e54fabf36c9/,/replicates/8da7fc5e-facd-405b-85f9-44458d5e897e/
/experiments/ENCSR000CTQ/	ENCSR000CTQ	RNA-seq	polyA mRNA RNA-seq			IMR-90 female fetal (16 weeks)	IMR-90	RNA-seq on human IMR90 whole cell long polyA+ RNA	Thomas Gingeras, CSHL	ENCODE	released	1,2	1		Homo sapiens	fetal	16	week										/replicates/82cb62e3-0d19-4eb8-89ba-0efd077c3570/,/replicates/0db42425-7541-4836-9632-7b8ed65c7352/
/experiments/ENCSR000CPW/	ENCSR000CPW	RNA-seq	polyA depleted RNA-seq			fibroblast of lung male adult (45 years)	fibroblast of lung	The libraries contained in this experiment come from lung fibroblast primary whole cells, NHLF  isolated from independent donors. They are stranded PE76 Illumina GAIIx RNA-Seq libraries from rRNA-depleted and DSN normalized Poly-A- RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	1,2	1		Homo sapiens	adult	45	year										/replicates/45b051eb-e2d1-4137-be6d-6ac87c1af681/,/replicates/0392cc80-858c-4f59-b48b-03861478d03e/
/experiments/ENCSR000AAK/	ENCSR000AAK	RNA-seq	RNA-seq			dermis microvascular lymphatic vessel endothelial cell female adult (38 years) and female adult (64 years)	dermis microvascular lymphatic vessel endothelial cell	CSHL Long RNA Seq HDMEC cell total  (SID38195,SID38196)	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	adult	38,64	year										/replicates/43004352-c60e-4e81-bd15-2e068c6df0c8/,/replicates/63e544a5-f449-46c5-96f9-ea5992e9cdf2/
/experiments/ENCSR000CTX/	ENCSR000CTX	RNA-seq	RNA-seq			pericyte cell female newborn and male newborn	pericyte cell	The libraries contained in this experiment come from placental pericytes primary whole cells, HPC-PL isolated from independent donors. They are stranded PE101 Illumina Hi-Seq RNA-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	newborn	unknown											/replicates/fa01b828-68e6-4b51-a735-b94db03f0cd8/,/replicates/696ff4c7-c9eb-472a-bb8d-d9e2402885ad/
/experiments/ENCSR000CUB/	ENCSR000CUB	RNA-seq	RNA-seq			hair follicle dermal papilla cell female adult (47 years) and female adult (70 years)	hair follicle dermal papilla cell	The libraries contained in this experiment come from hair follicle dermal papilla primary whole cells, HFDPC  isolated from independent donors. They are stranded PE101 Illumina Hi-Seq RNA-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	1,2	1		Homo sapiens	adult	70,47	year										/replicates/040befca-6872-4cec-93d7-c00db4d4f0cd/,/replicates/fb208192-23d4-47f4-93b9-ffd7c4f24e5a/
/experiments/ENCSR000AAQ/	ENCSR000AAQ	RNA-seq	RNA-seq			renal cortical epithelial cell female adult (69 years) and male adult (84 years)	renal cortical epithelial cell	CSHL Long RNA Seq HRCEpC cell total  (SID38206,SID38207)	Thomas Gingeras, CSHL	ENCODE	released	1,2	1		Homo sapiens	adult	69,84	year										/replicates/2ce1e966-ad83-4156-abc3-4657ce8c375d/,/replicates/7602d382-ccac-4bcf-b9ab-4c8f7156344d/
/experiments/ENCSR371VGV/	ENCSR371VGV	RNA-seq	RNA-seq			myometrial cell female adult (34 years)	myometrial cell	The libraries contained in this experiment come from independent isolates of myometrial smooth muscle primary cell type (HMSMC).  They are stranded PE101 Illumina Hi-Seq RNA-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	1,2	1		Homo sapiens	adult	34	year										/replicates/301ac178-bcb2-47d8-bf99-ad0b36110c26/,/replicates/a7b15863-fe7c-462a-9602-df5e26353a36/
/experiments/ENCSR000AAC/	ENCSR000AAC	RNA-seq	RNA-seq			smooth muscle cell of bladder female adult (53 years) and male adult (62 years)	smooth muscle cell of bladder	CSHL Long RNA Seq HBdSMC cell total  (SID38220,SID38221)	Thomas Gingeras, CSHL	ENCODE	released	1,2	1		Homo sapiens	adult	53,62	year										/replicates/a80df8f3-c223-4455-95e9-efd2853b4a5a/,/replicates/aa64560a-35af-4b2a-a9d4-d63574a94772/
/experiments/ENCSR444WHQ/	ENCSR444WHQ	RNA-seq	RNA-seq			skeletal muscle myoblast	skeletal muscle myoblast	The libraries contained in this experiment come from independent growths of primary cell line HSMM that has been differentiated into myoblasts. They are stranded PE101 Illumina Hi-Seq RNA-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	unknown	unknown											/replicates/1a189532-12dd-41f8-8f08-b921b81da3de/,/replicates/c633541e-46f3-41a1-b4e1-ce5d8f03325f/
/experiments/ENCSR000CUM/	ENCSR000CUM	RNA-seq	RNA-seq			subcutaneous preadipocyte female adult (62 years) and male adult (65 years)	subcutaneous preadipocyte	The libraries contained in this experiment come from subcutaneous white pre-adipocyte primary whole cells, HWP isolated from independent donors. They are stranded PE101 Illumina Hi-Seq RNA-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	adult	65,62	year										/replicates/38a0277c-ea17-4011-87ff-40b89d47af16/,/replicates/9b02fc32-7ea2-44fd-8afb-159cf79b15ab/
/experiments/ENCSR000CPL/	ENCSR000CPL	RNA-seq	polyA mRNA RNA-seq			keratinocyte female	keratinocyte	The libraries contained in this experiment come from independent growths of skin keratinocytes primary whole cells, NHEK. They are stranded PE76 Illumina GAIIx RNA-Seq libraries from rRNA-depleted Poly-A+ RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	5,1,2	1		Homo sapiens	unknown	unknown											/replicates/fa6399df-8a86-4f1f-9291-f941c3b56e63/,/replicates/8a6f601f-0a1c-46f8-9dee-3fd5ae6760bf/,/replicates/29cb2edc-74ca-471a-9599-9a25ac8a478f/
/experiments/ENCSR000CQS/	ENCSR000CQS	RNA-seq	polyA depleted RNA-seq			endothelial cell of umbilical vein cytosolic fraction male newborn	endothelial cell of umbilical vein	RNA-seq on human HUVEC cytosol long polyA- RNA	Thomas Gingeras, CSHL	ENCODE	released	3	1		Homo sapiens	newborn	unknown											/replicates/2b360f60-9db7-4b51-adc4-091bf89d0b4d/
/experiments/ENCSR118TVR/	ENCSR118TVR	RNA-seq	RNA-seq			epithelial cell of proximal tubule	epithelial cell of proximal tubule	The libraries contained in this experiment come from epithelial cells of proximal tubule (HRPTE piC). They are stranded PE101 Illumina Hi-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	unknown	unknown											/replicates/1b5a8d2a-4487-4593-bdbb-3d5c4c4c1eeb/,/replicates/fbb51424-8bd5-4360-af93-95c46652e6e8/
/experiments/ENCSR878EUT/	ENCSR878EUT	RNA-seq	RNA-seq			glomerular endothelial cell female fetal (22 weeks) and male fetal (22 weeks)	glomerular endothelial cell	The libraries contained in this experiment come from independent isolates of primary renal glomerular endothelial cells (HGC).  They are stranded PE101 Illumina Hi-Seq RNA-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	1,2	1		Homo sapiens	fetal	22	week										/replicates/47d1151e-ce1f-4c60-90da-f497fd21aa1c/,/replicates/806dd304-9393-45e6-bbf7-46935d907c42/
/experiments/ENCSR000AAA/	ENCSR000AAA	RNA-seq	RNA-seq			aortic smooth muscle cell male adult (21 year) and male adult (54 years)	aortic smooth muscle cell	CSHL Long RNA Seq HAoSMC cell total  (SID38242,SID38243)	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	adult	54,21	year										/replicates/b4f0e511-f04f-4b1b-89ed-2cdb4c0af692/,/replicates/f7934dc2-7107-4ee1-9653-9b052a8a8420/
/experiments/ENCSR000CUQ/	ENCSR000CUQ	RNA-seq	RNA-seq			melanocyte of skin male child (1 year) and male child (3 years)	melanocyte of skin	RNA-seq on humn skin melanocytes primary whole cells (NHEM-M2) from rRNA-depleted total RNA greater than 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	child	3,1	year										/replicates/67d21491-b489-476c-a6f2-69a4392cfbff/,/replicates/a5505729-f337-409a-9abc-47ea780aea8a/
/experiments/ENCSR000CUK/	ENCSR000CUK	RNA-seq	RNA-seq			thoracic aorta endothelial cell female adult (22 years) and male adult (55 years)	thoracic aorta endothelial cell	The libraries contained in this experiment come from aortic endothelial primary whole cells, HAoEC isolated from independent donors. They are stranded PE101 Illumina Hi-Seq RNA-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	adult	55,22	year										/replicates/7668da9c-4dad-4968-af30-23d8f97e856f/,/replicates/0ff7bccd-3457-4d9a-b1d8-2a38a96900ad/
/experiments/ENCSR000AAT/	ENCSR000AAT	RNA-seq	RNA-seq			epithelial cell of umbilical artery female newborn and male newborn	epithelial cell of umbilical artery	CSHL Long RNA Seq HUAEC cell total  (SID38212,SID38213)	Thomas Gingeras, CSHL	ENCODE	released	1,2	1		Homo sapiens	newborn	unknown											/replicates/908654a0-eb6f-4216-8986-71d0c1b2fbd2/,/replicates/ccd0f036-667c-49e3-9525-841c4897bc5c/
/experiments/ENCSR424FAZ/	ENCSR424FAZ	RNA-seq	RNA-seq			IMR-90 female fetal (16 weeks)	IMR-90		Joe Ecker, Salk	Roadmap	released	1	1		Homo sapiens	fetal	16	week										/replicates/9f0bb186-91fe-4599-8c6c-b9265deb0dba/
/experiments/ENCSR369RVN/	ENCSR369RVN	RNA-seq	RNA-seq			cardiac ventricle fibroblast NONE and male adult (18 years)	cardiac ventricle fibroblast	The libraries contained in this experiment come from cardiac ventricle fibroblast cells (HCF-av). They are stranded PE101 Illumina Hi-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	1,2	1		Homo sapiens	adult,unknown	18,unknown	year										/replicates/db4eef9b-f4d5-4eae-8947-826a871c3851/,/replicates/27cd428f-8c32-45fc-a854-6b45c19eba0f/
/experiments/ENCSR000CTK/	ENCSR000CTK	RNA-seq	RNA-seq			IMR-90 female fetal (16 weeks)	IMR-90	RNA-seq on human IMR90 whole cell long total RNA	Thomas Gingeras, CSHL	ENCODE	released	1,2	1		Homo sapiens	fetal	16	week										/replicates/254becac-ce68-4db1-9beb-e41b73067669/,/replicates/5524a9cc-baf9-46c9-93e7-7349d25cb9cd/
/experiments/ENCSR510QZW/	ENCSR510QZW	RNA-seq	RNA-seq			fibroblast of arm male adult (53 years)	fibroblast of arm	fibroblast of arm	Barbara Wold, Caltech	ENCODE	released	1,2	1		Homo sapiens	adult	53	year										/replicates/6c73b54a-7adb-4ad0-a086-abdfe22ac59a/,/replicates/d991beb2-7645-47b8-a849-d59a05441864/
/experiments/ENCSR900JSG/	ENCSR900JSG	RNA-seq	RNA-seq			Purkinje cell male child (6 years)	Purkinje cell	RNA-seq on 30 cell pools of excised Purkinje cells from a 6 year old human male	Barbara Wold, Caltech	ENCODE	released	1,2	1		Homo sapiens	child	6	year										/replicates/361a6356-c4fc-4ea3-b96b-f84379f0e154/,/replicates/d3e41130-d2d7-4653-8c43-022a20711dbf/
/experiments/ENCSR000AAV/	ENCSR000AAV	RNA-seq	RNA-seq			uterine smooth muscle cell female adult (48 years) and female adult (50 years)	uterine smooth muscle cell	CSHL Long RNA Seq HUtSMC cell total  (SID38216,SID38217)	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	adult	48,50	year										/replicates/178059ce-5cab-4f97-b1c9-64bbac4cdc40/,/replicates/21923313-57b3-4997-a2ca-b6c015832600/
